Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,9759000,10411000,11029000,8480000
Depreciation & amortization,-,7355000,7273000,5171000
Change in working capital,-,-5824000,-909000,-1867000
Inventory,-,-5060000,-2520000,-1377000
Other working capital,-,2837000,9664000,7450000
Other non-cash items,-,911000,422000,-10000
Net cash provided by operating activites,-,13508000,16265000,12826000
Investments in property plant and equipment,-,-10671000,-6601000,-5376000
Acquisitions net,-,-53000,-12396000,-1327000
Purchases of investments,-,-11467000,-12782000,-10070000
Sales/Maturities of investments,-,12528000,8736000,22028000
Other investing activites,-,-617000,-1023000,8875000
Net cash used for investing activites,-,-9213000,-19916000,16200000
Net change in cash,-,-760000,-9423000,26228000
Cash at beginning of period,-,49341000,58765000,32536000
Cash at end of period,-,48580000,49341000,58765000
Operating Cash Flow,-,13508000,16265000,12826000
Capital Expenditure,-,-10671000,-6601000,-5376000
Free Cash Flow,-,2837000,9664000,7450000
