Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,5373212000,5482704000,5577306000
Liabilities,,,
Total Liabilities,5080088000,5191684000,5293949000
Stockholders' Equity,,,
Common Stock,27500000,27500000,27500000
Retained Earnings,109053000,106206000,104574000
Total stockholders' equity,292718000,290747000,283018000
Total liabilities and stockholders' equity,5373212000,5482704000,5577306000
