Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,110980,110980,104000,97697,91364
Interest Expense,19608,19608,13265,6881,4378
Income Before Tax,43075,43075,38283,32780,28042
Income Tax Expense,7315,7315,5714,10069,7485
Income from Continuing Operations,35760,35760,32569,22711,20557
Net Income,35760,35760,32569,22711,20557
Net Income available to common shareholders,35760,35760,32569,22711,20557
Basic EPS,-,-,1.18,0.82,0.76
Diluted EPS,-,-,1.16,0.82,0.76
Basic Average Shares,-,-,27675,27568,27000
Diluted Average Shares,-,-,28077,27568,27000
