Breakdown,ttm,5/31/2019,5/31/2018,5/31/2017
Net Income,-350789,-945539,-3085890,-790126
Depreciation & amortization,-,459657,366437,236126
Change in working capital,-,1446282,1045468,725286
Other working capital,-,182201,-2090394,-143088
Other non-cash items,-,66694,67126,26966
Net cash provided by operating activites,-,1072808,-1609791,198909
Investments in property plant and equipment,-,-890607,-480603,-341997
Purchases of investments,-,-1093800,-,-
Other investing activites,-,-298326,-198584,-34930
Net cash used for investing activites,-,-2282733,-679187,-376927
Net change in cash,-,1922476,1541607,-29378
Cash at beginning of period,-,3546018,2004410,2033789
Cash at end of period,-,5468495,3546018,2004410
Operating Cash Flow,-,1072808,-1609791,198909
Capital Expenditure,-,-890607,-480603,-341997
Free Cash Flow,-,182201,-2090394,-143088
