Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,25041000,23807000,22706000,20154000
Depreciation & amortization,14060000,14369000,15013000,15194000
Change in working capital,8203000,-13899000,-6506000,-7727000
Inventory,8902000,-10404000,-4731000,-7854000
Other working capital,38939000,15959000,24884000,6600000
Other non-cash items,847000,-611000,3933000,853000
Net cash provided by operating activites,50350000,25206000,37483000,26689000
Investments in property plant and equipment,-11411000,-9247000,-12599000,-20089000
Purchases of investments,-110000,-142000,-120000,-100000
Sales/Maturities of investments,-,-,571000,1192000
Other investing activites,-1147000,-483000,-772000,175000
Net cash used for investing activites,-10482000,-7292000,-10901000,-16266000
Net change in cash,-3170000,1339000,1708000,-601000
Cash at beginning of period,13666000,9212000,7503000,8105000
Cash at end of period,10495000,10551000,9212000,7503000
Operating Cash Flow,50350000,25206000,37483000,26689000
Capital Expenditure,-11411000,-9247000,-12599000,-20089000
Free Cash Flow,38939000,15959000,24884000,6600000
