Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,19662324,19250498,19058959,14508892
Liabilities,,,,
Total Liabilities,16298491,15998874,15818429,12273145
Stockholders' Equity,,,,
Common Stock,263736,263098,262675,202671
Retained Earnings,1132579,1013037,891816,872990
Accumulated other comprehensive income,-34869,-57019,-42025,-44717
Total stockholders' equity,3363833,3251624,3240530,2235747
Total liabilities and stockholders' equity,19662324,19250498,19058959,14508892
