Breakdown,ttm,2/28/2019,2/28/2018,5/31/2016
Net Income,3243551,2789762,3189875,3431019
Depreciation & amortization,-,1178110,1224126,1337850
Change in working capital,-,-111221,-3770,-182717
Inventory,-,-61865,33550,10515
Other working capital,-,1876136,3883301,3076666
Other non-cash items,-,-248284,-4634,-56295
Net cash provided by operating activites,-,3825302,5092108,4431627
Investments in property plant and equipment,-,-1949166,-1208807,-1354961
Acquisitions net,-,-25833,-282112,-23978
Purchases of investments,-,-28360502,-21419121,-25424120
Sales/Maturities of investments,-,28526816,21216246,26513675
Other investing activites,-,-,-,-1
Net cash used for investing activites,-,-1478760,-1246121,197557
Net change in cash,-,-424417,1949503,2429688
Cash at beginning of period,-,18309428,16359924,13403968
Cash at end of period,-,17885011,18309428,15833656
Operating Cash Flow,-,3825302,5092108,4431627
Capital Expenditure,-,-1949166,-1208807,-1354961
Free Cash Flow,-,1876136,3883301,3076666
