Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,1130421,1130421,1178980,1094312,1082683
Interest Expense,205264,205264,120756,72945,54621
Income Before Tax,632940,632940,633317,554731,557936
Income Tax Expense,164304,164304,167978,196913,205770
Income from Continuing Operations,468636,468636,465339,357818,352166
Net Income,468636,468636,465339,357818,352166
Net Income available to common shareholders,463454,463454,460220,353634,348178
Basic EPS,-,-,3.72,2.91,2.90
Diluted EPS,-,-,3.72,2.91,2.90
Basic Average Shares,-,-,123640,121613,120239
Diluted Average Shares,-,-,123640,121613,120239
