Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-1.927,-,-40.719,-14.547
Net cash used for investing activites,-,-1.927,-,-40.719,-14.547
Common stock issued,-,-,-,50,6430
Common stock repurchased,-,-,-,-,-49.029
Net cash used privided by (used for) financing activities,-,-,-,50,6381
Net change in cash,508.303,-1888,-813.407,-2174,5125
Cash at beginning of period,3021,4281,5095,7273,2149
Cash at end of period,3529,2390,4281,5095,7273
Capital Expenditure,-,-1.927,-,-40.719,-14.547
Free Cash Flow,-1825,-1888,-813.407,-2224,-1257
