Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1522695000,1459271000,1444305000,1339125000
Liabilities,,,,
Total Liabilities,1412036000,1351910000,1337472000,1236426000
Stockholders' Equity,,,,
Common Stock,8309000,8118000,8068000,7291000
Retained Earnings,65881000,62329000,58027000,54490000
Accumulated other comprehensive income,-27278000,-25708000,-23378000,-15988000
Total stockholders' equity,100071000,96472000,94489000,90938000
Total liabilities and stockholders' equity,1522695000,1459271000,1444305000,1339125000
