Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-3628000,34000,-3426000,-752000
Depreciation & amortization,-,576000,736000,522000
Change in working capital,-,-5329000,2711000,-1849000
Inventory,-,1242000,-123000,932000
Other working capital,-,-7207000,-479000,-2747000
Other non-cash items,-,-161000,417000,116000
Net cash provided by operating activites,-,-6823000,450000,-1885000
Investments in property plant and equipment,-,-384000,-929000,-862000
Acquisitions net,-,-181000,-401000,-
Purchases of investments,-,-12000,-29000,-610000
Sales/Maturities of investments,-,3160000,0,483000
Other investing activites,-,-,-2000,-
Net cash used for investing activites,-,4751000,-1361000,-961000
Net change in cash,-,-5684000,4559000,69000
Cash at beginning of period,-,7163000,2604000,2534000
Cash at end of period,-,1478000,7163000,2604000
Operating Cash Flow,-,-6823000,450000,-1885000
Capital Expenditure,-,-384000,-929000,-862000
Free Cash Flow,-,-7207000,-479000,-2747000
