Breakdown,ttm,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Net Income,5917578,5267465,4255069,2948230,2910926
Depreciation & amortization,1211453,1113513,965935,903757,371797
Change in working capital,460485,-6360866,-220369,-2281003,-3498398
Inventory,-104704,-142743,29940,-55029,-2126
Other working capital,6571152,-201154,3547224,585081,-1336927
Other non-cash items,288221,386338,-289700,199983,-414287
Net cash provided by operating activites,8299936,1311644,4701537,1749955,-748659
Investments in property plant and equipment,-1728784,-1512798,-1154313,-1164874,-588268
Acquisitions net,-,-5000000,-7000000,-466122,-2497791
Purchases of investments,-818214,-399399,-998640,-346236,-1519870
Sales/Maturities of investments,53544,739205,824173,30947,202318
Other investing activites,-139466,-100707,32566,-89202,-98451
Net cash used for investing activites,-421842,858000,-8296214,-1984622,-3415138
Net change in cash,15582492,9980323,14499608,2387637,-4926069
Cash at beginning of period,49556828,42033124,27533515,25187536,30113605
Cash at end of period,65175826,52013447,42033124,27575173,25187536
Operating Cash Flow,8299936,1311644,4701537,1749955,-748659
Capital Expenditure,-1728784,-1512798,-1154313,-1164874,-588268
Free Cash Flow,6571152,-201154,3547224,585081,-1336927
