Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2855563,2101384,1949934,1848999
Liabilities,,,,
Total Liabilities,2569002,1934358,1801977,1714328
Stockholders' Equity,,,,
Common Stock,5401,4107,4082,4037
Retained Earnings,146875,131135,114093,107262
Accumulated other comprehensive income,-2481,-6487,-5881,-9881
Total stockholders' equity,286561,167026,147957,134671
Total liabilities and stockholders' equity,2855563,2101384,1949934,1848999
