Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,39969000,45873000,46029000,47005000
Depreciation & amortization,19774000,19201000,18824000,16877000
Change in working capital,-29203000,35058000,-42044000,-91743000
Inventory,-10797000,32938000,-28943000,-73977000
Other working capital,15218000,69140000,-50167000,-93189000
Other non-cash items,6310000,648000,11900000,5295000
Net cash provided by operating activites,31235000,89964000,21498000,-31889000
Investments in property plant and equipment,-16017000,-20824000,-71665000,-61300000
Acquisitions net,-21438000,-21544000,-,-
Purchases of investments,-15725000,-4971000,-4439000,-1499000
Sales/Maturities of investments,871000,143000,3491000,1410000
Other investing activites,-117000,-23000,1387000,-5235000
Net cash used for investing activites,-44607000,-46699000,-51637000,-54558000
Net change in cash,2768000,56983000,13648000,-9897000
Cash at beginning of period,52157000,61347000,47699000,57591000
Cash at end of period,55057000,118330000,61347000,47699000
Operating Cash Flow,31235000,89964000,21498000,-31889000
Capital Expenditure,-16017000,-20824000,-71665000,-61300000
Free Cash Flow,15218000,69140000,-50167000,-93189000
