Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,68939,101559,92658,97956
Depreciation & amortization,-,19894,20917,21717
Change in working capital,-,-209497,-195097,92822
Inventory,-,-33336,-76052,58582
Other working capital,-,-106025,-131507,198534
Other non-cash items,-,1164,770,-12337
Net cash provided by operating activites,-,-106025,-130828,199816
Investments in property plant and equipment,-,-,-679,-1282
Purchases of investments,-,-30790,-416841,-1617310
Sales/Maturities of investments,-,49340,338264,1601599
Other investing activites,-,17215,8728,-3924
Net cash used for investing activites,-,21385,-73091,-21936
Net change in cash,-,-170930,-263715,140984
Cash at beginning of period,-,319299,583015,442030
Cash at end of period,-,148369,319299,583015
Operating Cash Flow,-,-106025,-130828,199816
Capital Expenditure,-,-,-679,-1282
Free Cash Flow,-,-106025,-131507,198534
