Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,32495000,30457000,28691000,23433000
Depreciation & amortization,-,40584000,39079000,38919000
Change in working capital,-,-1392000,-1379000,-5508000
Inventory,-,-508000,1925000,-8018000
Other working capital,-,67404000,65932000,60720000
Other non-cash items,-,-663000,1358000,3110000
Net cash provided by operating activites,-,67404000,65932000,60720000
Acquisitions net,-,-614000,-784000,-
Purchases of investments,-,-810000,-231000,-1922000
Sales/Maturities of investments,-,588000,840000,1015000
Other investing activites,-,-48037000,-40563000,-38161000
Net cash used for investing activites,-,-48287000,-40286000,-38668000
Net change in cash,-,-5691000,8911000,5022000
Cash at beginning of period,-,30854000,21943000,16921000
Cash at end of period,-,25192000,30854000,21943000
Operating Cash Flow,-,67404000,65932000,60720000
Free Cash Flow,-,67404000,65932000,60720000
