Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,9571172000,9456660000,9258324000
Liabilities,,,
Total Liabilities,8674530000,8600626000,8437538000
Stockholders' Equity,,,
Common Stock,512204000,512204000,512204000
Retained Earnings,346562000,361368000,312538000
Total stockholders' equity,892142000,854102000,819523000
Total liabilities and stockholders' equity,9571172000,9456660000,9258324000
