Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1054488,1038183,981826,902966
Liabilities,,,,
Total Liabilities,944732,936177,885438,808976
Stockholders' Equity,,,,
Common Stock,25901,25853,25087,24806
Retained Earnings,62975,57611,54738,56965
Accumulated other comprehensive income,-79,-2156,-707,-4208
Total stockholders' equity,109756,102006,96388,93990
Total liabilities and stockholders' equity,1054488,1038183,981826,902966
