Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,24191000,24191000,23769000,24958000,25499000
Interest Expense,12859000,12859000,12239000,11537000,10648000
Income Before Tax,6398000,6398000,8446000,6931000,6392000
Income Tax Expense,2053000,2053000,2295000,2169000,1699000
Income from Continuing Operations,4345000,4345000,6151000,4762000,4693000
Net Income,3512000,3512000,5324000,3519000,3475000
Net Income available to common shareholders,3093000,3093000,5011000,3218000,3215000
Basic EPS,-,-,0.76,0.48,0.50
Diluted EPS,-,-,0.76,0.48,0.50
Basic Average Shares,-,-,7005263,7331250,6950000
Diluted Average Shares,-,-,7005263,7331250,6950000
