Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,11422000,12517000,198111000,190495000
Liabilities,,,,
Total Liabilities,4756000,4978000,189119000,185851000
Stockholders' Equity,,,,
Common Stock,327000,353000,364000,242000
Retained Earnings,2886000,2778000,3162000,2855000
Total stockholders' equity,6564000,7438000,8604000,4347000
Total liabilities and stockholders' equity,11422000,12517000,198111000,190495000
