Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,720353,688092,655622,651450
Liabilities,,,,
Total Liabilities,637444,613371,578701,567600
Stockholders' Equity,,,,
Common Stock,30536,30103,34463,42484
Retained Earnings,50581,46494,42779,40822
Accumulated other comprehensive income,1792,-1876,-321,544
Total stockholders' equity,82909,74721,76921,83850
Total liabilities and stockholders' equity,720353,688092,655622,651450
