Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,10444589000,10084039000,9638577000
Liabilities,,,
Total Liabilities,9792272000,9450491000,9023542000
Stockholders' Equity,,,
Common Stock,36000000,36000000,36000000
Retained Earnings,366087000,349103000,335146000
Total stockholders' equity,648529000,624810000,606769000
Total liabilities and stockholders' equity,10444589000,10084039000,9638577000
