Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-2189,-2189,-8246,-3066,-6148
Net cash used for investing activites,-2189,-2189,-8246,-3066,-6148
Dividends Paid,-2180,-2180,-3679,-4224,-3816
Net cash used privided by (used for) financing activities,-2180,-2180,-3679,-4224,-3816
Net change in cash,-6799,-6799,-4615,-675,1295
Cash at beginning of period,7045,7045,11660,12335,11040
Cash at end of period,246,246,7045,11660,12335
Capital Expenditure,-2189,-2189,-8246,-3066,-6148
Free Cash Flow,-4619,-4619,-936,3549,5111
