Breakdown,ttm,9/30/2019,9/30/2018
Total Revenue,4221,4221,7019
Interest Expense,328.913,328.913,300.022
Income Before Tax,1955,1955,5287
Income Tax Expense,547.508,547.508,1475
Income from Continuing Operations,1408,1408,3812
Net Income,1408,1408,3812
Net Income available to common shareholders,1408,1408,3812
Basic EPS,-,-,0.08
Diluted EPS,-,-,0.08
Basic Average Shares,-,-,45481
Diluted Average Shares,-,-,45481
