Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,5255048000,4912792000,4586007000
Liabilities,,,
Total Liabilities,4806340000,4475559000,4165663000
Stockholders' Equity,,,
Common Stock,100000000,100000000,100000000
Retained Earnings,259021000,243190000,221940000
Total stockholders' equity,448874000,436050000,418585000
Total liabilities and stockholders' equity,5255048000,4912792000,4586007000
