Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,7337000,4760000,2489000,3071000
Depreciation & amortization,-,1837000,1909000,2064000
Stock based compensation,-,-440000,-,-
Change in working capital,-,2081000,353000,-1255000
Inventory,-,-502000,-1191000,554000
Other working capital,-,8532000,3679000,3700000
Other non-cash items,-,574000,-253000,80000
Net cash provided by operating activites,-,10378000,5236000,5160000
Investments in property plant and equipment,-,-1846000,-1557000,-1460000
Acquisitions net,-,-,-102000,-
Sales/Maturities of investments,-,-,-,54000
Other investing activites,-,167000,-25000,-126000
Net cash used for investing activites,-,-1182000,-1717000,-1531000
Net change in cash,-,4904000,4835000,784000
Cash at beginning of period,-,40728000,35959000,35174000
Cash at end of period,-,45633000,40728000,35959000
Operating Cash Flow,-,10378000,5236000,5160000
Capital Expenditure,-,-1846000,-1557000,-1460000
Free Cash Flow,-,8532000,3679000,3700000
