Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,33251000,28844000,29478000,26375000
Depreciation & amortization,-,5322000,5225000,4928000
Change in working capital,-,-11333000,-17525000,14222000
Inventory,-,-4195000,-365000,-1332000
Other working capital,-,23931000,19132000,44028000
Other non-cash items,-,-34000,3965000,265000
Net cash provided by operating activites,-,23931000,19132000,44028000
Purchases of investments,-,-11822000,-10317000,-11550000
Sales/Maturities of investments,-,2030000,3326000,11121000
Other investing activites,-,-1824000,-3889000,-3804000
Net cash used for investing activites,-,-11608000,-10867000,-4224000
Net change in cash,-,5077000,2145000,33540000
Cash at beginning of period,-,141478000,139333000,105793000
Cash at end of period,-,147191000,141478000,139333000
Operating Cash Flow,-,23931000,19132000,44028000
Free Cash Flow,-,23931000,19132000,44028000
