Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,911000,1008000,1520391,1362077
Depreciation & amortization,-,3649000,3325969,2948460
Change in working capital,-,777000,922200,-512253
Inventory,-,858000,212979,-518229
Other working capital,-,3111000,4514075,2024730
Other non-cash items,-,637000,1046585,1238137
Net cash provided by operating activites,-,6151000,6767896,4858770
Investments in property plant and equipment,-,-3040000,-2253821,-2834040
Purchases of investments,-,-46000,-104890,-4806
Sales/Maturities of investments,-,-,123529,112225
Other investing activites,-,-2000,2131,-69380
Net cash used for investing activites,-,-2675000,-1934096,-2647598
Net change in cash,-,-184000,560536,750356
Cash at beginning of period,-,4693000,4132539,3382182
Cash at end of period,-,4508000,4693075,4132539
Operating Cash Flow,-,6151000,6767896,4858770
Capital Expenditure,-,-3040000,-2253821,-2834040
Free Cash Flow,-,3111000,4514075,2024730
