Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,14511625,13986660,8896923,8437967
Liabilities,,,,
Total Liabilities,12263920,11908411,7966259,7572743
Stockholders' Equity,,,,
Common Stock,1640771,1633256,573109,570382
Retained Earnings,711249,600014,491847,437188
Accumulated other comprehensive income,13323,-44408,-20390,-28443
Total stockholders' equity,2247705,2078249,930664,865224
Total liabilities and stockholders' equity,14511625,13986660,8896923,8437967
