Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2449158,2328864,2159069,1966113
Liabilities,,,,
Total Liabilities,2149849,2066544,1916995,1752897
Stockholders' Equity,,,,
Common Stock,186345,186163,186903,178317
Retained Earnings,108851,83630,59208,42547
Accumulated other comprehensive income,9826,-4030,596,-2791
Total stockholders' equity,299309,262320,242074,213216
Total liabilities and stockholders' equity,2449158,2328864,2159069,1966113
