Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-,-4699,-6400,-3039
Acquisitions net,-,-,-,-,-342.002
Purchases of investments,-,-,-,-10,-22.4
Other investing activites,-,59.088,-,-,-
Net cash used for investing activites,-,59.697,-4699,-6410,-3379
Debt repayment,-1112,-491.625,-914.301,-,-
Common stock issued,-,429.825,9803,1149,12342
Common stock repurchased,-205.423,39.812,-392.461,-283.349,-512.468
Other financing activites,-,-289.602,-,-,-
Net cash used privided by (used for) financing activities,2758,2124,9800,865.608,11829
Net change in cash,12.808,-1021,2090,-7509,7064
Cash at beginning of period,107.73,2192,102.208,7618,554.125
Cash at end of period,120.538,1171,2192,102.208,7618
Capital Expenditure,-,-,-4699,-6400,-3039
Free Cash Flow,-2805,-3204,-7710,-8365,-4425
