Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,637789,619796,624469,571000
Liabilities,,,,
Total Liabilities,50639,48867,48007,55964
Stockholders' Equity,,,,
Common Stock,17148,17148,17148,17148
Total stockholders' equity,587150,570929,576462,515036
Total liabilities and stockholders' equity,637789,619796,624469,571000
