Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,798008,663899,533629,424833
Liabilities,,,,
Total Liabilities,686946,571125,450246,372647
Stockholders' Equity,,,,
Common Stock,77,75,73,51
Retained Earnings,20917,6774,-1960,-5826
Accumulated other comprehensive income,386,-2614,-1390,-884
Total stockholders' equity,111062,92774,83383,52186
Total liabilities and stockholders' equity,798008,663899,533629,424833
