Breakdown,ttm,7/31/2019,7/31/2018,7/31/2017,7/31/2016
Net Income,10637073,10637073,9475701,9318354,8421982
Depreciation & amortization,2133298,2133298,2064885,1995738,1820100
Change in working capital,495069,495069,-290490,2338617,-879078
Other working capital,-18196034,-18196034,-11338961,13086873,-49447566
Other non-cash items,936490,936490,893612,937726,944251
Net cash provided by operating activites,13315675,13315675,11313696,13759085,9465269
Investments in property plant and equipment,-31511709,-31511709,-22652657,-672212,-58912835
Other investing activites,1488463,1488463,1277510,47768,2473930
Net cash used for investing activites,-30023246,-30023246,-21375147,-624444,-56438905
Net change in cash,470882,470882,-7182436,6057148,-7160156
Cash at beginning of period,21554783,21554783,26002728,25931052,27473330
Cash at end of period,22025666,22025666,18820292,31988202,20313174
Operating Cash Flow,13315675,13315675,11313696,13759085,9465269
Capital Expenditure,-31511709,-31511709,-22652657,-672212,-58912835
Free Cash Flow,-18196034,-18196034,-11338961,13086873,-49447566
