Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,12256302,7248870,6999540,6765270
Liabilities,,,,
Total Liabilities,10406811,6427950,6275195,6077934
Stockholders' Equity,,,,
Common Stock,575,569,563,580
Retained Earnings,917377,791031,669557,627078
Accumulated other comprehensive income,23501,-15394,-8152,-7617
Total stockholders' equity,1850306,820920,724345,687336
Total liabilities and stockholders' equity,12256302,7248870,6999540,6765270
