Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,756926,584530,501328,536964
Depreciation & amortization,-,425013,314745,279431
Change in working capital,-,-183857,-73897,-18020
Inventory,-,-1272,1679,-2492
Other working capital,-,478635,620250,310000
Other non-cash items,-,108930,67198,71304
Net cash provided by operating activites,-,955545,857986,724577
Investments in property plant and equipment,-,-476910,-237736,-414577
Acquisitions net,-,-,-343413,-
Purchases of investments,-,-216295,-8240,-6013
Sales/Maturities of investments,-,2701,8000,-
Other investing activites,-,-36841,-50387,-27092
Net cash used for investing activites,-,-633524,-631776,-187272
Net change in cash,-,-287564,574851,205879
Cash at beginning of period,-,2864830,2289979,2084099
Cash at end of period,-,2577266,2864830,2289979
Operating Cash Flow,-,955545,857986,724577
Capital Expenditure,-,-476910,-237736,-414577
Free Cash Flow,-,478635,620250,310000
