Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,59110075000,50243789000,48456133000
Liabilities,,,
Total Liabilities,56753900000,48140854000,46509356000
Stockholders' Equity,,,
Common Stock,50472000,50472000,50472000
Retained Earnings,1614908000,1522075000,1436150000
Total stockholders' equity,2111337000,2085146000,1928923000
Total liabilities and stockholders' equity,59110075000,50243789000,48456133000
