Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,19090000,19429000,17330000,18605000
Depreciation & amortization,9025000,8781000,8445000,7916000
Change in working capital,1246000,239000,-13971000,-4493000
Inventory,634000,-504000,-938000,-642000
Other working capital,21441000,17675000,-1650000,16195000
Other non-cash items,1027000,1449000,-2268000,2021000
Net cash provided by operating activites,30052000,27620000,9358000,25958000
Investments in property plant and equipment,-8611000,-9945000,-11008000,-9763000
Acquisitions net,-7305000,-7811000,-,-
Purchases of investments,-58433000,-39470000,-28113000,-14014000
Sales/Maturities of investments,61394000,23919000,32000000,10000000
Other investing activites,-305000,158000,838000,224000
Net cash used for investing activites,-13049000,-28347000,-6258000,-13404000
Net change in cash,13030000,-6769000,-2432000,-2696000
Cash at beginning of period,31157000,42195000,44627000,47323000
Cash at end of period,44143000,35425000,42195000,44627000
Operating Cash Flow,30052000,27620000,9358000,25958000
Capital Expenditure,-8611000,-9945000,-11008000,-9763000
Free Cash Flow,21441000,17675000,-1650000,16195000
