Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,501988,534476,491374,407193
Liabilities,,,,
Total Liabilities,60912,84900,81207,68661
Stockholders' Equity,,,,
Common Stock,347598,346344,344619,343308
Retained Earnings,93478,103233,65548,-4777
Total stockholders' equity,441076,449576,410167,338532
Total liabilities and stockholders' equity,501988,534476,491374,407193
