Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1944114,1750969,1534302,1418804
Liabilities,,,,
Total Liabilities,1732178,1574196,1384110,1273179
Stockholders' Equity,,,,
Common Stock,19329,19492,18330,26382
Retained Earnings,72496,48274,37236,31192
Accumulated other comprehensive income,-1321,-6806,-2988,-4277
Total stockholders' equity,211936,176773,150192,145625
Total liabilities and stockholders' equity,1944114,1750969,1534302,1418804
