Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,1207000,1207000,1370000,16285000,1295000
Depreciation & amortization,4397000,4397000,3795000,3856000,3394000
Change in working capital,-1538000,-1538000,-420000,207000,851000
Inventory,-522000,-522000,-257000,-263000,447000
Other working capital,-602000,-602000,-4343000,-49000,2997000
Other non-cash items,901000,901000,-398000,672000,463000
Net cash provided by operating activites,5032000,5032000,2217000,4737000,6345000
Investments in property plant and equipment,-5634000,-5634000,-6560000,-4786000,-3348000
Other investing activites,-1748000,-1748000,-95000,-918000,-64000
Net cash used for investing activites,-7382000,-7382000,-6449000,13664000,-3412000
Net change in cash,-3274000,-3274000,-7489000,13607000,790000
Cash at beginning of period,14504000,14504000,21994000,8386000,7595000
Cash at end of period,11230000,11230000,14504000,21994000,8386000
Operating Cash Flow,5032000,5032000,2217000,4737000,6345000
Capital Expenditure,-5634000,-5634000,-6560000,-4786000,-3348000
Free Cash Flow,-602000,-602000,-4343000,-49000,2997000
