Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,99787,84053,84128,74622
Liabilities,,,,
Total Liabilities,4574,2018,3085,2366
Stockholders' Equity,,,,
Common Stock,334.594,334.594,334.594,332.42
Retained Earnings,-23300,-41347,-5212,300.237
Total stockholders' equity,95214,82035,81043,72256
Total liabilities and stockholders' equity,99787,84053,84128,74622
