Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Revenue,-176.08,-317.017,-150.539,-287.085,2566
Interest Expense,187.029,129.296,148.545,24.918,38.182
Income Before Tax,-923.073,-2576,-1078,-1409,-772.094
Income Tax Expense,0,0,0,0,0
Income from Continuing Operations,-923.073,-2576,-1078,-1409,-772.094
Net Income,-923.073,-2576,-1078,-1807,-770.903
Net Income available to common shareholders,-923.073,-2576,-1078,-1807,-770.903
Basic EPS,-,-0.00,-0.00,-0.00,-0.00
Diluted EPS,-,-0.00,-0.00,-0.00,-0.00
Basic Average Shares,-,12537267,10807267,10807267,10793578
Diluted Average Shares,-,12537267,10807267,10807267,10793578
