Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,20355601,7349735,2753272,89519
Liabilities,,,,
Total Liabilities,13140871,2909539,2351470,111352
Stockholders' Equity,,,,
Common Stock,21,20,-,-
Retained Earnings,2071332,-430263,-188198,-21833
Accumulated other comprehensive income,24905,3683,-,-
Total stockholders' equity,7213442,4440196,401802,-21833
Total liabilities and stockholders' equity,20355601,7349735,2753272,89519
