Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,20622,20021,28199,35008
Liabilities,,,,
Total Liabilities,9421,4373,4501,5270
Stockholders' Equity,,,,
Common Stock,253578,253638,253717,253717
Retained Earnings,-243733,-240124,-233178,-225792
Accumulated other comprehensive income,1356,2134,3159,1813
Total stockholders' equity,11201,15648,23698,29738
Total liabilities and stockholders' equity,20622,20021,28199,35008
