Breakdown,ttm,5/31/2019,5/31/2018,5/31/2017,5/31/2016
Net Income,511000,2009000,501000,1126051,605810
Depreciation & amortization,-,197000,158000,141960,53183
Change in working capital,-,569000,830000,-95758,-94380
Other working capital,-,2031000,2368000,1581345,518645
Other non-cash items,-,6000,-140000,212617,29681
Net cash provided by operating activites,-,2067000,2392000,1698566,532040
Investments in property plant and equipment,-,-36000,-24000,-117221,-13395
Acquisitions net,-,-,-,-406159,-280319
Purchases of investments,-,-257000,-424000,-406159,-981442
Sales/Maturities of investments,-,425000,99000,99999,-
Other investing activites,-,-2000,20000,-138876,-2
Net cash used for investing activites,-,130000,-329000,-562257,-1275158
Net change in cash,-,2389000,2190000,1206956,-941637
Cash at beginning of period,-,8767000,6576000,5369949,6311587
Cash at end of period,-,11157000,8767000,6576906,5369949
Operating Cash Flow,-,2067000,2392000,1698566,532040
Capital Expenditure,-,-36000,-24000,-117221,-13395
Free Cash Flow,-,2031000,2368000,1581345,518645
