Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,138207,76932,125196,229226
Depreciation & amortization,-,136464,113800,94055
Change in working capital,-,102733,32086,-98032
Inventory,-,143869,51549,-91835
Other working capital,-,280598,271060,183932
Other non-cash items,-,78955,182704,82984
Net cash provided by operating activites,-,414297,472621,278477
Investments in property plant and equipment,-,-133699,-201561,-94545
Acquisitions net,-,-,-78275,-5178
Purchases of investments,-,-253860,-20615,-123779
Sales/Maturities of investments,-,11273,118757,77304
Other investing activites,-,19301,-136824,9799
Net cash used for investing activites,-,-423462,-262030,-135796
Net change in cash,-,-171195,548518,126741
Cash at beginning of period,-,1985398,1436880,1310138
Cash at end of period,-,1814203,1985398,1436880
Operating Cash Flow,-,414297,472621,278477
Capital Expenditure,-,-133699,-201561,-94545
Free Cash Flow,-,280598,271060,183932
