Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,4852,5371,6807,9768
Liabilities,,,,
Total Liabilities,117.2,143.5,103.192,3013
Stockholders' Equity,,,,
Common Stock,8855,8855,8855,8855
Retained Earnings,-4120,-3627,-2151,-2100
Total stockholders' equity,4735,5228,6704,6755
Total liabilities and stockholders' equity,4852,5371,6807,9768
