Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-147.856,-49.463,-1016,-376.1,-86.811
Net cash used for investing activites,-147.856,-49.463,-1008,-376.1,199.189
Debt repayment,-,-36.171,-110.52,-900.467,-
Common stock issued,-,-,2510,1928,-
Common stock repurchased,-,-,-13.795,-39.825,-
Other financing activites,-,605,118.496,-67.318,-210.256
Net cash used privided by (used for) financing activities,-,568.829,2504,920.54,668.378
Net change in cash,-892.853,-538.512,-232.71,693.057,71.445
Cash at beginning of period,1181,1615,1848,1155,1083
Cash at end of period,287.878,1076,1615,1848,1155
Capital Expenditure,-147.856,-49.463,-1016,-376.1,-86.811
Free Cash Flow,-1582,-1107,-2745,-227.483,-882.933
