Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6492000,5940000,4532000,595000
Depreciation & amortization,-,3124000,3037000,2894000
Change in working capital,-,-4915000,-1269000,-3652000
Inventory,-,-8006000,-3161000,832000
Other working capital,-,3270000,4812000,-3191000
Other non-cash items,-,680000,1697000,306000
Net cash provided by operating activites,-,4757000,6524000,-573000
Investments in property plant and equipment,-,-1487000,-1712000,-2618000
Acquisitions net,-,-293000,-,-
Sales/Maturities of investments,-,135000,-,418000
Other investing activites,-,31000,573000,-75000
Net cash used for investing activites,-,-1461000,468000,-1093000
Net change in cash,-,-552000,-328000,-2296000
Cash at beginning of period,-,9813000,9420000,11717000
Cash at end of period,-,9261000,9813000,9420000
Operating Cash Flow,-,4757000,6524000,-573000
Capital Expenditure,-,-1487000,-1712000,-2618000
Free Cash Flow,-,3270000,4812000,-3191000
