Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,5833869000,5754276000,5692484000
Liabilities,,,
Total Liabilities,5524193000,5445047000,5388513000
Stockholders' Equity,,,
Common Stock,46773000,46773000,46773000
Retained Earnings,162104000,157992000,150875000
Total stockholders' equity,298406000,298433000,293825000
Total liabilities and stockholders' equity,5833869000,5754276000,5692484000
