Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-11242,37970,16048,36365
Depreciation & amortization,-,117165,67921,58401
Change in working capital,-,5594,-54652,20139
Inventory,-,10398,-6328,-
Other working capital,-,115265,-56786,52166
Other non-cash items,-,4459,-1939,2408
Net cash provided by operating activites,-,188400,37722,153550
Investments in property plant and equipment,-,-73135,-94508,-101384
Acquisitions net,-,-450000,-52845,-
Purchases of investments,-,-20639,-131579,-66880
Sales/Maturities of investments,-,13896,-,-
Other investing activites,-,-18283,-13769,-7503
Net cash used for investing activites,-,-545573,-292701,-175767
Net change in cash,-,255005,528749,-2019
Cash at beginning of period,-,1247916,719166,717509
Cash at end of period,-,1502921,1247916,719166
Operating Cash Flow,-,188400,37722,153550
Capital Expenditure,-,-73135,-94508,-101384
Free Cash Flow,-,115265,-56786,52166
