Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,416000,462000,1022000,571000
Depreciation & amortization,-,2771000,2547000,2603000
Change in working capital,-,375000,1242000,-310000
Inventory,-,-620000,759000,-472000
Other working capital,-,-336000,2459000,722000
Other non-cash items,-,157000,851000,625000
Net cash provided by operating activites,-,2840000,6699000,3084000
Investments in property plant and equipment,-,-3176000,-4240000,-2362000
Acquisitions net,-,-3866000,-2576000,-53000
Purchases of investments,-,-113000,-40000,-1764000
Sales/Maturities of investments,-,123000,1000,20000
Other investing activites,-,631000,23000,-43000
Net cash used for investing activites,-,-5921000,-6848000,-3909000
Net change in cash,-,1257000,7901000,173000
Cash at beginning of period,-,10136000,2235000,2061000
Cash at end of period,-,11520000,10136000,2235000
Operating Cash Flow,-,2840000,6699000,3084000
Capital Expenditure,-,-3176000,-4240000,-2362000
Free Cash Flow,-,-336000,2459000,722000
