Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-872000,5444000,2171000,5869000
Depreciation & amortization,-,9568000,9741000,8961000
Change in working capital,-,-17791000,-12423000,4205000
Inventory,-,-1790000,275000,2345000
Other working capital,-,-14836000,-16044000,8289000
Other non-cash items,-,1258000,1345000,346000
Net cash provided by operating activites,-,-5428000,-3373000,17304000
Investments in property plant and equipment,-,-9408000,-12671000,-9015000
Acquisitions net,-,-,-,-3999000
Purchases of investments,-,-48000,-178000,-678000
Sales/Maturities of investments,-,1517000,-,-
Other investing activites,-,195000,863000,1238000
Net cash used for investing activites,-,-7574000,-10725000,-6998000
Net change in cash,-,1649000,-18104000,1176000
Cash at beginning of period,-,32743000,50848000,49671000
Cash at end of period,-,34394000,32743000,50848000
Operating Cash Flow,-,-5428000,-3373000,17304000
Capital Expenditure,-,-9408000,-12671000,-9015000
Free Cash Flow,-,-14836000,-16044000,8289000
