Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,122078000,102750000,110493000,91288000
Depreciation & amortization,-,163188000,163562000,162729000
Change in working capital,-,16406000,-28212000,-28203000
Inventory,-,-2709000,-15736000,-1131000
Other working capital,-,289728000,275101000,234144000
Other non-cash items,-,16828000,26794000,30494000
Net cash provided by operating activites,-,289728000,275101000,234144000
Acquisitions net,-,-,-,-93714000
Purchases of investments,-,-15520000,-4835000,-10216000
Sales/Maturities of investments,-,286000,862000,1196000
Other investing activites,-,-232186000,-162379000,-193074000
Net cash used for investing activites,-,-247420000,-166352000,-295808000
Net change in cash,-,35132000,37326000,-17359000
Cash at beginning of period,-,101448000,63332000,80691000
Cash at end of period,-,136581000,101448000,63332000
Operating Cash Flow,-,289728000,275101000,234144000
Free Cash Flow,-,289728000,275101000,234144000
