Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,958467,666079,518304,409556
Depreciation & amortization,-,48954,40192,42424
Change in working capital,-,898991,-1436193,-283871
Inventory,-,-28077,-1287669,-1022536
Other working capital,-,1568902,-777853,168223
Other non-cash items,-,60430,92793,-60340
Net cash provided by operating activites,-,1684280,-773006,170949
Investments in property plant and equipment,-,-115378,-4847,-2726
Purchases of investments,-,-32162,-4243,-5174
Sales/Maturities of investments,-,85757,591,23107
Other investing activites,-,-309,-50807,-48952
Net cash used for investing activites,-,-1182457,-59306,-33745
Net change in cash,-,-14306,-70307,307882
Cash at beginning of period,-,1209046,1279354,971471
Cash at end of period,-,1194740,1209046,1279354
Operating Cash Flow,-,1684280,-773006,170949
Capital Expenditure,-,-115378,-4847,-2726
Free Cash Flow,-,1568902,-777853,168223
