Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1637481000,1552797000,1434969000,1353241000
Liabilities,,,,
Total Liabilities,1488016000,1402331000,1286963000,1218427000
Stockholders' Equity,,,,
Common Stock,99323000,99268000,99078000,98933000
Accumulated other comprehensive income,38876000,39334000,38505000,25531000
Total stockholders' equity,136925000,136782000,134840000,122582000
Total liabilities and stockholders' equity,1637481000,1552797000,1434969000,1353241000
