Breakdown,1/31/2020,1/31/2019,1/31/2018,1/31/2017
Total Assets,254628,206663,227635,216845
Liabilities,,,,
Total Liabilities,2933,1088,449,348
Stockholders' Equity,,,,
Common Stock,4934,4934,5179,5179
Total stockholders' equity,251695,205575,227186,216497
Total liabilities and stockholders' equity,254628,206663,227635,216845
