Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,698687,607514,33427,135598
Depreciation & amortization,-,167167,172634,142003
Change in working capital,-,-502387,286095,15998
Inventory,-,-685300,42646,143369
Other working capital,-,-198769,-34358,-132530
Other non-cash items,-,-50160,61101,-54700
Net cash provided by operating activites,-,-10513,570416,207268
Investments in property plant and equipment,-,-188256,-604774,-339798
Other investing activites,-,-12623,-18171,-6455
Net cash used for investing activites,-,543028,-621315,-334919
Net change in cash,-,36548,99385,-199547
Cash at beginning of period,-,318963,219577,419124
Cash at end of period,-,355511,318963,219577
Operating Cash Flow,-,-10513,570416,207268
Capital Expenditure,-,-188256,-604774,-339798
Free Cash Flow,-,-198769,-34358,-132530
