Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,55573,55573,51120,44405,42591
Interest Expense,12754,12754,8041,5498,5158
Income Before Tax,18674,18674,16365,12799,13908
Income Tax Expense,5040,5040,4317,5871,4623
Income from Continuing Operations,13634,13634,12048,6928,9285
Net Income,13634,13634,12048,6928,9285
Net Income available to common shareholders,13634,13634,12048,6928,9285
Basic EPS,-,1.54,1.45,0.86,1.17
Diluted EPS,-,1.53,1.40,0.83,1.14
Basic Average Shares,-,8875,8321,8050,7962
Diluted Average Shares,-,8933,8594,8313,8177
