Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,21285000,22202000,19395000,14602000
Depreciation & amortization,-,7212000,7679000,8014000
Change in working capital,-,-45272000,13629000,265760000
Other working capital,-,-45418000,-75535000,288244000
Other non-cash items,-,-109397000,-195998000,-86912000
Net cash provided by operating activites,-,-32408000,-65602000,295430000
Investments in property plant and equipment,-,-13010000,-9933000,-7186000
Purchases of investments,-,-1758436000,-826526000,-1213614000
Sales/Maturities of investments,-,2096771000,1090137000,1351216000
Other investing activites,-,-1000,-2000,-1000
Net cash used for investing activites,-,325890000,253711000,130489000
Net change in cash,-,285249000,182651000,420340000
Cash at beginning of period,-,923705000,741053000,320712000
Cash at end of period,-,1208955000,923705000,741053000
Operating Cash Flow,-,-32408000,-65602000,295430000
Capital Expenditure,-,-13010000,-9933000,-7186000
Free Cash Flow,-,-45418000,-75535000,288244000
