Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,618779,1413998,1249722,640072
Depreciation & amortization,-,414118,303127,294313
Change in working capital,-,-704630,-741700,-249192
Inventory,-,-569964,-336568,-364
Other working capital,-,-1504242,203539,367328
Other non-cash items,-,-149534,230750,169263
Net cash provided by operating activites,-,800248,1063966,952550
Investments in property plant and equipment,-,-2304490,-860427,-585222
Purchases of investments,-,-,-,-1400000
Sales/Maturities of investments,-,-,580632,-
Other investing activites,-,50830,167408,96180
Net cash used for investing activites,-,-2248277,-112387,-1889042
Net change in cash,-,-2130527,9493415,-1605850
Cash at beginning of period,-,11585563,2100301,3706151
Cash at end of period,-,9455036,11585563,2100301
Operating Cash Flow,-,800248,1063966,952550
Capital Expenditure,-,-2304490,-860427,-585222
Free Cash Flow,-,-1504242,203539,367328
