Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-,-,-,-829.27
Acquisitions net,-,-,-262.451,-2860,-1.183
Purchases of investments,-,-189.833,-262.451,-,-
Other investing activites,-,-,-92.516,-,2708
Net cash used for investing activites,-176.985,-189.833,-354.967,-2860,1878
Debt repayment,-,-,-,7.47,-
Common stock issued,-,-,2900,-,2760
Common stock repurchased,-,-,-103.304,-,-84.707
Other financing activites,-,-,-,-,-387.916
Net cash used privided by (used for) financing activities,-,-,2797,7.47,2287
Net change in cash,-805.016,-844.917,1300,-4161,3188
Cash at beginning of period,2279,2710,1411,5571,2351
Cash at end of period,1474,1865,2710,1411,5571
Capital Expenditure,-,-,-,-,-829.27
Free Cash Flow,-628.031,-655.084,-1142,-1308,-1806
