Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,15230000,14017000,15781000,13202000
Depreciation & amortization,-,18025000,17652000,17776000
Change in working capital,-,-16595000,-4462000,4863000
Inventory,-,-5075000,-7383000,631000
Other working capital,-,18506000,25110000,37350000
Other non-cash items,-,5474000,-1422000,1187000
Net cash provided by operating activites,-,18506000,25110000,37350000
Purchases of investments,-,-37000,-2723000,-53000
Sales/Maturities of investments,-,381000,345000,132000
Other investing activites,-,-39195000,-14687000,-21461000
Net cash used for investing activites,-,-38817000,-16921000,-21233000
Net change in cash,-,-6454000,2580000,874000
Cash at beginning of period,-,9838000,7077000,6203000
Cash at end of period,-,3384000,9838000,7077000
Operating Cash Flow,-,18506000,25110000,37350000
Free Cash Flow,-,18506000,25110000,37350000
